6.7328e-07	-0.045372	6.8826e-07	-0.048446	0.092654	0.015639	89.796	31.822
6.7332e-07	-0.044857	6.8824e-07	-0.048413	0.0928	0.015469	89.642	33.69
6.7336e-07	-0.044797	6.8823e-07	-0.048643	0.093077	0.015836	89.673	33.759
6.7341e-07	-0.045337	6.8824e-07	-0.048977	0.093035	0.016388	89.772	34.738
6.7343e-07	-0.045462	6.8823e-07	-0.049139	0.092884	0.016258	89.711	35.662
6.7342e-07	-0.044459	6.8821e-07	-0.049762	0.092844	0.016817	89.679	34.217
6.734e-07	-0.044315	6.8822e-07	-0.049673	0.09273	0.016981	89.819	34.032
6.734e-07	-0.044942	6.8824e-07	-0.04941	0.092703	0.017182	89.964	34.474
6.734e-07	-0.044708	6.8825e-07	-0.049598	0.093014	0.017438	89.946	34.708
6.7339e-07	-0.044134	6.8823e-07	-0.049844	0.093019	0.017379	90.093	35.029
6.7339e-07	-0.043484	6.8821e-07	-0.049743	0.092826	0.017929	90.126	36.194
6.7339e-07	-0.043659	6.8819e-07	-0.049666	0.092838	0.017933	90.093	36.223
6.7341e-07	-0.043684	6.8818e-07	-0.049778	0.092661	0.017712	90.034	36.243
6.7346e-07	-0.044121	6.8818e-07	-0.049561	0.092391	0.018052	89.863	37.209
6.7349e-07	-0.044103	6.8818e-07	-0.049295	0.092514	0.018714	89.852	35.66
6.7348e-07	-0.0442	6.8818e-07	-0.048995	0.092554	0.019169	89.77	36.15
6.7348e-07	-0.045116	6.8815e-07	-0.049307	0.092258	0.019008	89.693	35.067
6.7349e-07	-0.045805	6.8812e-07	-0.049361	0.092421	0.018916	89.783	37.328
6.735e-07	-0.046323	6.8814e-07	-0.049942	0.092629	0.018971	89.8	37.886
6.7351e-07	-0.045503	6.8818e-07	-0.049857	0.092475	0.019749	89.742	38.483
6.7353e-07	-0.044941	6.8818e-07	-0.049845	0.092471	0.020458	89.703	37.75
6.7354e-07	-0.045013	6.8813e-07	-0.048994	0.092494	0.020468	89.885	37.169
6.7354e-07	-0.045755	6.881e-07	-0.04949	0.092436	0.02036	89.906	37.513
6.7352e-07	-0.046266	6.8808e-07	-0.049481	0.092684	0.020162	90.044	38.213
6.7352e-07	-0.046091	6.8807e-07	-0.04961	0.092341	0.020485	89.776	38.21
6.7354e-07	-0.046359	6.8807e-07	-0.04953	0.092104	0.020733	89.645	39.051
6.7357e-07	-0.045514	6.8809e-07	-0.049294	0.092009	0.020514	89.801	39.934
6.7361e-07	-0.045402	6.8809e-07	-0.04894	0.092311	0.020447	89.89	40.335
6.7364e-07	-0.045137	6.8806e-07	-0.048293	0.092487	0.02076	89.928	40.063
6.7364e-07	-0.044383	6.8804e-07	-0.048495	0.092573	0.020417	89.924	40.155
6.7363e-07	-0.044169	6.8804e-07	-0.048543	0.092641	0.020971	89.837	40.298
6.7363e-07	-0.044068	6.8806e-07	-0.047813	0.092464	0.021652	89.82	39.846
6.7362e-07	-0.044167	6.8805e-07	-0.048768	0.092579	0.022072	89.826	41.418
6.7362e-07	-0.044249	6.8803e-07	-0.048898	0.092464	0.022708	89.62	42.345
6.7363e-07	-0.044063	6.8801e-07	-0.048392	0.092464	0.022928	89.54	42.156
6.7365e-07	-0.044391	6.8802e-07	-0.047941	0.092763	0.023402	89.824	43.095
6.7366e-07	-0.044812	6.8805e-07	-0.047938	0.092892	0.023834	90.083	42.203
6.7365e-07	-0.044447	6.8805e-07	-0.048552	0.092673	0.024077	90.104	41.219
6.7364e-07	-0.04452	6.8803e-07	-0.049361	0.092552	0.024261	90.033	42.529
6.7365e-07	-0.044581	6.8799e-07	-0.048838	0.092609	0.024252	90.127	42.003
6.7366e-07	-0.044241	6.8797e-07	-0.048499	0.092613	0.02358	90.021	43.084
6.7365e-07	-0.044368	6.8798e-07	-0.048591	0.092709	0.024438	89.906	43.327
6.7364e-07	-0.044558	6.8799e-07	-0.048828	0.092742	0.024018	89.776	43.683
6.7366e-07	-0.045475	6.8799e-07	-0.048058	0.092877	0.024474	89.58	44.071
6.737e-07	-0.044945	6.8797e-07	-0.048025	0.092691	0.025185	89.677	44.371
6.7371e-07	-0.045665	6.8794e-07	-0.048615	0.09305	0.025511	89.794	43.766
6.7369e-07	-0.045158	6.8793e-07	-0.04863	0.092957	0.026283	89.916	45.351
6.7369e-07	-0.044674	6.8792e-07	-0.048782	0.092764	0.026422	89.997	45.169
6.7371e-07	-0.044607	6.8791e-07	-0.04887	0.092411	0.026506	89.999	45.055
6.7374e-07	-0.044684	6.8788e-07	-0.049796	0.092542	0.027039	89.941	47.049
6.7377e-07	-0.044653	6.8786e-07	-0.050106	0.092806	0.026679	89.804	47.261
6.7379e-07	-0.045195	6.8787e-07	-0.049483	0.092602	0.026697	89.737	46.456
6.7379e-07	-0.045389	6.8791e-07	-0.04926	0.092768	0.027232	89.547	45.425
6.738e-07	-0.046272	6.8791e-07	-0.049871	0.092753	0.02723	89.442	45.11
6.7382e-07	-0.045697	6.8787e-07	-0.050305	0.092461	0.027678	89.67	46.662
6.7384e-07	-0.04524	6.8783e-07	-0.049514	0.092665	0.027165	89.902	47.258
6.7382e-07	-0.045222	6.8781e-07	-0.049807	0.092716	0.027854	89.944	48.472
6.7382e-07	-0.045403	6.878e-07	-0.049802	0.092896	0.028096	89.735	48.109
6.7382e-07	-0.045063	6.8782e-07	-0.050355	0.092868	0.028352	89.821	49.256
6.7383e-07	-0.045265	6.8784e-07	-0.050734	0.092722	0.028398	89.89	49.423
6.7382e-07	-0.045958	6.8783e-07	-0.050548	0.092808	0.028508	89.59	49.393
6.7384e-07	-0.046195	6.8778e-07	-0.050366	0.092558	0.028651	89.401	47.125
6.7386e-07	-0.045822	6.8776e-07	-0.049853	0.09248	0.028948	89.449	48.811
6.7387e-07	-0.046014	6.8781e-07	-0.049187	0.092413	0.029805	89.63	50.415
6.7387e-07	-0.047076	6.8782e-07	-0.048611	0.092408	0.030474	89.794	51.074
6.7389e-07	-0.047321	6.8778e-07	-0.048472	0.092741	0.030806	89.882	50.732
6.7391e-07	-0.046771	6.8776e-07	-0.049322	0.092547	0.031095	89.859	50.421
6.7391e-07	-0.046776	6.8777e-07	-0.050132	0.092484	0.031662	89.766	50.926
6.739e-07	-0.046581	6.8777e-07	-0.049571	0.092509	0.031557	89.654	51.158
6.7389e-07	-0.046232	6.8777e-07	-0.048945	0.092555	0.031491	89.768	52.784
6.7391e-07	-0.046504	6.8778e-07	-0.048521	0.092592	0.03189	90.01	52.142
6.7394e-07	-0.046268	6.8779e-07	-0.048753	0.092721	0.031849	90.054	53.333
6.7397e-07	-0.046889	6.8775e-07	-0.049648	0.092716	0.032172	89.852	53.889
6.7399e-07	-0.046096	6.8768e-07	-0.048674	0.092545	0.031918	89.826	53.203
6.7399e-07	-0.045506	6.8765e-07	-0.049219	0.092549	0.032122	89.771	54.048
6.7399e-07	-0.045317	6.8767e-07	-0.049688	0.092523	0.032278	89.791	54.729
6.7398e-07	-0.045763	6.8769e-07	-0.048937	0.092391	0.032878	89.783	55.204
6.7398e-07	-0.04601	6.877e-07	-0.048823	0.092329	0.033181	89.612	54.415
6.7398e-07	-0.045927	6.8771e-07	-0.048462	0.092509	0.033451	89.773	55.813
6.7399e-07	-0.046018	6.8769e-07	-0.048541	0.092331	0.033586	89.829	56.404
6.7402e-07	-0.045852	6.8766e-07	-0.049052	0.092692	0.034068	89.957	56.153
6.7405e-07	-0.045674	6.8765e-07	-0.049244	0.092953	0.034213	90.029	56.676
